2018-04-13 08:14:22,,61,367,This is Paul Ryan. Exactly. 100%. Fuck Paul Ryan. https://t.co/MYxN9jOas8,"[[[-74.988897, 39.810025], [-74.908642, 39.810025], [-74.908642, 39.87514], [-74.988897, 39.87514]]]","Voorhees, NJ",United States,US,city 
2018-04-11 13:11:10,"Denver, CO",1611,2418,So Paul Ryan not seeking re-election. Do you think it's the insider trading or does Muller have his number?,"[[[-105.025034, 39.827677], [-104.983174, 39.827677], [-104.983174, 39.850919], [-105.025034, 39.850919]]]","Sherrelwood, CO",United States,US,city
2018-04-11 13:11:07,Brooklyn. New York,4307,3459,Well Paul Ryan discovered being a lobbyist requires no spine to be a success https://t.co/HvwWf7jcWe,"[[[-74.026675, 40.683935], [-73.910408, 40.683935], [-73.910408, 40.877483], [-74.026675, 40.877483]]]","Manhattan, NY",United States,US,city
2018-04-11 13:11:05,"Lynchburg, VA",457,1071,Paul Ryan isn’t running for re-election. #breaking,"[[[-79.257789, 37.332496], [-79.100237, 37.332496], [-79.100237, 37.469415], [-79.257789, 37.469415]]]","Lynchburg, VA",United States,US,city
2018-04-11 13:10:40,"Hockessin, DE",234,1755,@realDonaldTrump is making America great Paul Ryan will not be missed https://t.co/7qr6ApQTQV,"[[[-75.7600728, 39.736753], [-75.702635, 39.736753], [-75.702635, 39.78587], [-75.7600728, 39.78587]]]","North Star, DE",United States,US,city
2018-04-11 13:10:36,"Arkansas, USA",3272,3523,"PAUL RYAN QUITTING, HALLELUJAH !!!!!!! ANOUNCMENT COMMING FOX NEW, NEWS CONFERENCE","[[[-94.61771, 33.004106], [-89.644838, 33.004106], [-89.644838, 36.499767], [-94.61771, 36.499767]]]","Arkansas, USA",United States,US,admin
2018-04-11 13:10:32,,4636,4711,Let's be real: Paul Ryan isn't retiring for his family.,"[[[-87.940033, 41.644102], [-87.523993, 41.644102], [-87.523993, 42.0230669], [-87.940033, 42.0230669]]]","Chicago, IL",United States,US,city
2018-04-11 13:10:30,"New York, NY",1711,936,Paul Ryan worked tirelessly to hurt working families and enable a man unfit for the presidency. I suppose he can re… https://t.co/p5mIj6YIHO,"[[[-74.026675, 40.683935], [-73.910408, 40.683935], [-73.910408, 40.877483], [-74.026675, 40.877483]]]","Manhattan, NY",United States,US,city
2018-04-11 13:10:30,New York City,6818,491,Speaker Paul Ryan has told House Republicans that he won't seek re-election in November and plans to leave Congress… https://t.co/VzsGAZ3yLC,"[[[-74.026675, 40.683935], [-73.910408, 40.683935], [-73.910408, 40.877483], [-74.026675, 40.877483]]]","Manhattan, NY",United States,US,city
2018-04-11 13:10:25,"St Andrews, Scotland",260,1577,Paul Ryan retire bitcc https://t.co/42dokl6asJ,"[[[-2.8348879, 56.3267101], [-2.7792454, 56.3267101], [-2.7792454, 56.345917], [-2.8348879, 56.345917]]]","Saint Andrews, Scotland",United Kingdom,GB,city
2018-04-11 13:10:21,"Chicago, IL",90,92,Good riddance to Paul Ryan,"[[[-87.940033, 41.644102], [-87.523993, 41.644102], [-87.523993, 42.0230669], [-87.940033, 42.0230669]]]","Chicago, IL",United States,US,city
2018-04-11 13:10:19,,143,133,@realDonaldTrump Just STFU and quit tweeting you need a straight jacket now. OMG the only good that came out of you… https://t.co/Uaaj8ku0gP,"[[[-82.069567, 26.531814], [-81.9041014, 26.531814], [-81.9041014, 26.741146], [-82.069567, 26.741146]]]","Cape Coral, FL",United States,US,city
2018-04-11 13:10:15,"West Chester, PA",46,164,Paul Ryan just announced no re-election!!!,"[[[-80.519851, 39.719801], [-74.689517, 39.719801], [-74.689517, 42.516072], [-80.519851, 42.516072]]]","Pennsylvania, USA",United States,US,admin
2018-04-11 13:09:58,"Boston, MA",951,927,"Paul Ryan is a COWARD 
He was likely to lose his seat in Wisconsin. This should ruin any thoughts of him running fo… https://t.co/51Vzbs0ETH","[[[-71.284469, 42.73759], [-71.166666, 42.73759], [-71.166666, 42.852318], [-71.284469, 42.852318]]]","Salem, NH",United States,US,city
2018-04-11 13:09:52,Cherokee Nation,3856,4958,@jerrywofford Same for Paul Ryan!! What’s wrong with these people!!?!??,"[[[-96.0656278, 35.968624], [-95.761656, 35.968624], [-95.761656, 36.250159], [-96.0656278, 36.250159]]]","Tulsa, OK",United States,US,city
2018-04-11 13:09:38,"Schaumburg, IL",721,1417,"Paul Ryan not seeking reelection. I suddenly have Hamilton's ""One Last Time"" in my head*.... Nooooooo. 🤢

🎶""He's st… https://t.co/bMV8gSmwif","[[[-87.940033, 41.644102], [-87.523993, 41.644102], [-87.523993, 42.0230669], [-87.940033, 42.0230669]]]","Chicago, IL",United States,US,city
2018-04-11 13:09:31,The Planet of Junk - Earth ,94,470,"Whoa.

Paul Ryan won't seek re-election https://t.co/PzUQ7pNxft https://t.co/uWgOtAewwt","[[[-94.742494, 38.81903], [-94.607693, 38.81903], [-94.607693, 39.044068], [-94.742494, 39.044068]]]","Overland Park, KS",United States,US,city
2018-04-11 13:09:22,DC Metro,1259,2362,"And then his heart , which was 10 sizes too small and black as coal, began to grow. House Speaker Paul Ryan Will No… https://t.co/2l9PCzL2Wg","[[[-77.248462, 38.971077], [-77.1418208, 38.971077], [-77.1418208, 39.0693022], [-77.248462, 39.0693022]]]","Potomac, MD",United States,US,city
2018-04-11 13:09:15,"Washington, DC",1852,630,House Speaker Paul Ryan has told confidantes he is not seeking re-election and will soon announce his decision https://t.co/ROX39Cobtu,"[[[-77.119401, 38.801826], [-76.909396, 38.801826], [-76.909396, 38.9953797], [-77.119401, 38.9953797]]]","Washington, DC",United States,US,city
2018-04-11 13:09:13,"Brooklyn, NY",368,878,"A real profile in courage, that Paul Ryan. Why run for office when it might be competitive and require you to stand… https://t.co/W9FXWnR6Le","[[[-74.026675, 40.683935], [-73.910408, 40.683935], [-73.910408, 40.877483], [-74.026675, 40.877483]]]","Manhattan, NY",United States,US,city
2018-04-11 13:09:11,"ÜT: 39.928493,-75.232546",892,1942,".@realDonaldTrump the circle is shrinking...

House Speaker Paul Ryan won't seek re-election

https://t.co/G6ZNTbtRiE","[[[-75.280284, 39.871811], [-74.955712, 39.871811], [-74.955712, 40.13792], [-75.280284, 40.13792]]]","Philadelphia, PA",United States,US,city
2018-04-11 13:09:01,Las Vegas ,1572,3127,Paul Ryan's watershed moment was when he tried to rewash clean dishes at a soup kitchen for a photo-op. A clear pic… https://t.co/ytC5Bx7Qtp,"[[[-115.212251, 36.184836], [-115.054495, 36.184836], [-115.054495, 36.313413], [-115.212251, 36.313413]]]","North Las Vegas, NV",United States,US,city
2018-04-11 13:08:51,,108,202,Can’t imagine why  Paul Ryan won’t run again.   Could it be he knows he wouldn’t win?   The GOP has sealed their fa… https://t.co/tpgamkLfB6,"[[[-82.56055, 38.403186], [-82.4943946, 38.403186], [-82.4943946, 38.422036], [-82.56055, 38.422036]]]","Burlington, OH",United States,US,city
2018-04-11 13:08:50,"broward county, fl",4902,796,"Paul Ryan is retiring from Congress to spend more time with his family, friends, attorneys, and Special Counsel Rob… https://t.co/sT6ykePMcz","[[[-80.297563, 26.3081141], [-80.2187121, 26.3081141], [-80.2187121, 26.355332], [-80.297563, 26.355332]]]","Parkland, FL",United States,US,city
2018-04-11 13:08:47,"Palm Springs, CA",158,266,Paul Ryan not seeking re-election https://t.co/bgnLpt8TG2,"[[[-116.5677878, 33.7794258], [-116.466791, 33.7794258], [-116.466791, 33.8707332], [-116.5677878, 33.8707332]]]","Palm Springs, CA",United States,US,city
2018-04-11 13:08:45,"Northfield, IL",8,55,"@okhobieman2002 @MalcolmzRoger @SenSchumer @realDonaldTrump @GOP Yes, yes, yes! Paul Ryan is not seeking Re-election! Thank you God!","[[[-87.802311, 42.0869265], [-87.751517, 42.0869265], [-87.751517, 42.12032], [-87.802311, 42.12032]]]","Northfield, IL",United States,US,city
2018-04-11 13:08:45,"Geneva, IL",4747,4631,"Breaking: Paul Ryan is done. 
This is fantastic news.","[[[-87.890882, 41.790186], [-87.851808, 41.790186], [-87.851808, 41.844768], [-87.890882, 41.844768]]]","La Grange Park, IL",United States,US,city
2018-04-11 13:08:44,,628,190,"3 weeks later, Paul Ryan and his 171k in NRA $ throw in the towel. #americawins.  https://t.co/R4ST1C1dfg","[[[-73.962582, 40.541722], [-73.699793, 40.541722], [-73.699793, 40.8000371], [-73.962582, 40.8000371]]]","Queens, NY",United States,US,city
2018-04-11 13:08:41,"Van Nuys, CA",1702,1536,"Shout out to @IronStache, Paul Ryan can fuck off forever.","[[[-118.668404, 33.704538], [-118.155409, 33.704538], [-118.155409, 34.337041], [-118.668404, 34.337041]]]","Los Angeles, CA",United States,US,city
2018-04-11 13:08:40,"Hamilton, NJ",455,1205,Paul Ryan Too much of a spineless coward to face the @IronStache #BlueWave2018 https://t.co/NGGBaBEQLP,"[[[-74.817535, 40.183967], [-74.729138, 40.183967], [-74.729138, 40.248298], [-74.817535, 40.248298]]]","Trenton, NJ",United States,US,city
2018-04-11 13:08:32,"Florida, USA",262,358,If Paul Ryan ran for Democrat he might win the Democratic Party nominee that's it though.Becouse  Donald Trump woul… https://t.co/jSfzjOopE0,"[[[-87.634643, 24.396308], [-79.974307, 24.396308], [-79.974307, 31.001056], [-87.634643, 31.001056]]]","Florida, USA",United States,US,admin
2018-04-11 13:08:29,NYC,482,720,"Thank GOD, FUCK PAUL RYAN!!! https://t.co/VVb1XhpEGY","[[[-73.962582, 40.541722], [-73.699793, 40.541722], [-73.699793, 40.8000371], [-73.962582, 40.8000371]]]","Queens, NY",United States,US,city
2018-04-11 13:08:23,The Constitution State,1545,2222,Speaker Paul Ryan Will Not Seek Re-election in November https://t.co/VFlW2E6dmw,"[[[-88.151014, 44.445096], [-88.037709, 44.445096], [-88.037709, 44.510585], [-88.151014, 44.510585]]]","Ashwaubenon, WI",United States,US,city
2018-04-11 13:08:16,,154,751,@SenWhitehouse In 2009 I was thinking what GOP did 2 BO Paul Ryan NOT GOING TO RUN IN NOV&gt; I guess He well B FINALL… https://t.co/xGqj5hZqlE,"[[[-72.557247, 42.6969837], [-70.575095, 42.6969837], [-70.575095, 45.305476], [-72.557247, 45.305476]]]","New Hampshire, USA",United States,US,admin
2018-04-11 13:08:15,Maryland,461,412,How long until Paul Ryan releases a shitty alternative history memoir comparing himself to a salmon swimming upstre… https://t.co/3rb8Kdtpkl,"[[[-76.44613, 38.183364], [-76.42169, 38.183364], [-76.42169, 38.214146], [-76.44613, 38.214146]]]","St Marys City, MD",United States,US,city
2018-04-11 13:08:10,Iowa,551,162,Uh oh. Maybe there is a god... https://t.co/QzFMlhRlXE via @thedailybeast,"[[[-95.774704, 35.995476], [-89.098843, 35.995476], [-89.098843, 40.613641], [-95.774704, 40.613641]]]","Missouri, USA",United States,US,admin
2018-04-11 13:08:10,"Chicago, IL",114871,1961,Time to bust out the Paul Ryan GIFs I made a while back: https://t.co/6hiRpVY6Lb,"[[[-87.940033, 41.644102], [-87.523993, 41.644102], [-87.523993, 42.0230669], [-87.940033, 42.0230669]]]","Chicago, IL",United States,US,city
2018-04-11 13:08:01,"Columbus, OH",601,616,I’m turning in my final paper and Paul Ryan isn’t seeking re-election. This is a happy day and I haven’t even gotten out of bed yet.,"[[[-83.200169, 39.832013], [-82.7713751, 39.832013], [-82.7713751, 40.157354], [-83.200169, 40.157354]]]","Columbus, OH",United States,US,city
2018-04-11 13:07:58,South Florida,14,73,Speaker Paul Ryan just announced he will not run for re election. I guess he realized he had hit his limit on compl… https://t.co/PD4whz4MPQ,"[[[-80.2039913, 26.320692], [-80.065981, 26.320692], [-80.065981, 26.427259], [-80.2039913, 26.427259]]]","Boca Raton, FL",United States,US,city
2018-04-11 13:07:58,"New York, NY",8120,1323,"I feel like this was reported before? Either way, can’t wait to hear the words come out of Paul Ryan’s mouth cause… https://t.co/Ntix0AzRTv","[[[-74.026675, 40.683935], [-73.910408, 40.683935], [-73.910408, 40.877483], [-74.026675, 40.877483]]]","Manhattan, NY",United States,US,city
2018-04-11 13:07:57,"Cincinnati, OH",12617,2916,Paul Ryan confidants say he's not running for re-election https://t.co/sCnwxhB4xZ  &lt;—- this was rumored a couple of months ago,"[[[-84.710722, 39.052962], [-84.3689026, 39.052962], [-84.3689026, 39.2211137], [-84.710722, 39.2211137]]]","Cincinnati, OH",United States,US,city
2018-04-11 13:07:45,"Boston, MA",459,862,Paul Ryan just wants a full-bodied cab and a glowing tan like John!!! https://t.co/9W9jQFC6qw,"[[[-71.191421, 42.227797], [-70.986004, 42.227797], [-70.986004, 42.399542], [-71.191421, 42.399542]]]","Boston, MA",United States,US,city
2018-04-11 13:07:44,"Albuquerque, NM",26240,2445,"In another, perfectly plausible timeline, Vice President Paul Ryan is gearing up to run for President in 2020 in th… https://t.co/P2XFL6XmwD","[[[-106.7916912, 35.0158912], [-106.473745, 35.0158912], [-106.473745, 35.218114], [-106.7916912, 35.218114]]]","Albuquerque, NM",United States,US,city
2018-04-11 13:07:42,"Cincinnati, Ohio",359,1355,Paul Ryan’s going to go make millions on a book advance and or already has. He’s getting away easy,"[[[-84.8203089, 38.403186], [-80.518626, 38.403186], [-80.518626, 42.327133], [-84.8203089, 42.327133]]]","Ohio, USA",United States,US,admin
2018-04-11 13:07:38,Canada,2281,47,Trend Alert: 'Paul Ryan'. More trends at https://t.co/SHjd3tkINE #trndnl https://t.co/3eSGSGBXNZ,"[[[-102.009382, 55.158501], [-88.989166, 55.158501], [-88.989166, 60.000283], [-102.009382, 60.000283]]]","Division No. 23, Unorganized, Manitoba",Canada,CA,city
2018-04-11 13:07:36,ohio ,21,77,https://t.co/djhay3YtdF The writing is on the wall,"[[[-82.034393, 41.020988], [-81.991844, 41.020988], [-81.991844, 41.043188], [-82.034393, 41.043188]]]","Lodi, OH",United States,US,city
2018-04-11 13:07:28,"Chicago, IL",78,874,"I guess Trump is draining the swamp, too bad it is costing us our democracy to do so. #RecklessGOP Speaker Paul Rya… https://t.co/bjyyEVLCdX","[[[-87.940033, 41.644102], [-87.523993, 41.644102], [-87.523993, 42.0230669], [-87.940033, 42.0230669]]]","Chicago, IL",United States,US,city
2018-04-11 13:07:26,"Louisville, KY",457,445,Republican House Speaker Paul Ryan will not seek re-election. What a turn of events.,"[[[-85.617652, 38.246411], [-85.557324, 38.246411], [-85.557324, 38.298299], [-85.617652, 38.298299]]]","Lyndon, KY",United States,US,city
2018-04-11 13:07:22,"Knoxville, TN",549,3118,Paul Ryan is going to be great in the private sector. Complete assholes with no morals always have success.,"[[[-84.19397, 35.831436], [-83.733713, 35.831436], [-83.733713, 36.133505], [-84.19397, 36.133505]]]","Knoxville, TN",United States,US,city
2018-04-11 13:07:20,"New York, NY",7632,466,Paul Ryan to announce his retirement: https://t.co/OwHBInmDUf,"[[[-74.026675, 40.683935], [-73.910408, 40.683935], [-73.910408, 40.877483], [-74.026675, 40.877483]]]","Manhattan, NY",United States,US,city
2018-04-11 13:07:16,"Miami, FL",211,782,If Paul Ryan makes the tiniest effort to #ProtectMueller he can scuttle off into whatever cavern of corporate payoff comfy job he wants,"[[[-80.297165, 25.627038], [-80.245009, 25.627038], [-80.245009, 25.771859], [-80.297165, 25.771859]]]","Coral Gables, FL",United States,US,city
2018-04-11 13:07:12,"San Antonio, Fl",2030,4140,"Paul Ryan just said, “Hey Crazy, I’m outta here!” https://t.co/c3h0rTmYy1","[[[-82.337852, 28.273444], [-82.324693, 28.273444], [-82.324693, 28.325295], [-82.337852, 28.325295]]]","Pasco, FL",United States,US,city
2018-04-11 13:07:09,"Jersey City, NJ",25339,5378,"#BREAKING House Speaker Paul Ryan will not seek reelection. Bye, Felicia! #PaulRyan
https://t.co/XQmeEmkQiN","[[[-74.026675, 40.683935], [-73.910408, 40.683935], [-73.910408, 40.877483], [-74.026675, 40.877483]]]","Manhattan, NY",United States,US,city
2018-04-11 13:07:03,"iPhone: 27.937212,-82.457931",504,607,"@LauraHarrisWFTS Paul Ryan hasn’t explained his reason, just to be clear.","[[[-82.771167, 27.839081], [-82.73758, 27.839081], [-82.73758, 27.878053], [-82.771167, 27.878053]]]","Bardmoor, FL",United States,US,city
2018-04-11 13:07:03,"Port Arthur, TX",1291,759,BREAKING: AP Source: Republican House Speaker Paul Ryan will not run for re-election. https://t.co/W7VzDv0NRd,"[[[-94.053284, 29.823923], [-93.858553, 29.823923], [-93.858553, 29.979166], [-94.053284, 29.979166]]]","Port Arthur, TX",United States,US,city
2018-04-11 13:07:00,United States,42,133,"Finally our prayers are answered.
Paul Ryan is leaving. 
Now to get a person that isn't trying to get rid of the President.","[[[-91.655009, 30.146096], [-88.097889, 30.146096], [-88.097889, 34.995968], [-91.655009, 34.995968]]]","Mississippi, USA",United States,US,admin
2018-04-11 13:06:57,New York City,940,617,Speaker Paul Ryan Will Not Seek Re-election in November  https://t.co/2QnMxZLMro,"[[[-74.026675, 40.683935], [-73.910408, 40.683935], [-73.910408, 40.877483], [-74.026675, 40.877483]]]","Manhattan, NY",United States,US,city
2018-04-11 13:06:53,,143,133,"@realDonaldTrump Just STFU, You did it! The only good thing out of your Tenor is that Paul Ryan looked at your tweets today and quit.","[[[-82.069567, 26.531814], [-81.9041014, 26.531814], [-81.9041014, 26.741146], [-82.069567, 26.741146]]]","Cape Coral, FL",United States,US,city
2018-04-11 13:06:52,"Washington, DC",1357,1729,Paul Ryan will retire after this year says @politico,"[[[-80.519851, 39.719801], [-74.689517, 39.719801], [-74.689517, 42.516072], [-80.519851, 42.516072]]]","Pennsylvania, USA",United States,US,admin
2018-04-11 13:06:49,"Grambling, LA",2397,3185,US House Speaker Paul Ryan told confidants he won't run again: Axios: https://t.co/tpunDKhm1Z # via @AOL,"[[[-92.734385, 32.50363], [-92.669504, 32.50363], [-92.669504, 32.551821], [-92.734385, 32.551821]]]","Grambling, LA",United States,US,city
2018-04-11 13:06:49,"Milton, Ontario",468,1663,Paul Ryan has seen the writing on the wall. The blue wave tsunami is coming in November and he is clearly running t… https://t.co/WwhW5OWDyh,"[[[-80.160648, 43.417262], [-79.726847, 43.417262], [-79.726847, 43.628984], [-80.160648, 43.628984]]]","Milton, Ontario",Canada,CA,city
